county_name,season,wind_mean,wind_max,wind_min
Alameda,Winter,7.9594421290611495,14.156792359475896,2.864700135793017
Alameda,Spring,9.507891278375148,15.405698924731183,4.353906810035842
Alameda,Summer,10.113691756272402,14.657610513739545,6.386600955794504
Alameda,Fall,7.628124253285544,13.010382317801673,3.1346594982078853
Alpine,Winter,11.547299950080818,18.368054632612473,5.2707971379133784
Alpine,Spring,11.551959378733573,17.81814814814815,5.3418876941457585
Alpine,Summer,10.132616487455197,16.964528076463562,3.888094384707288
Alpine,Fall,10.469432497013141,17.179725209080047,4.446278375149343
Amador,Winter,8.547090542321355,14.485869259895956,2.8879011391525298
Amador,Spring,8.704802867383513,14.068142174432497,2.778584229390681
Amador,Summer,7.980961768219832,12.786057347670251,2.224635603345281
Amador,Fall,7.834366786140979,12.891678614097968,2.4561290322580644
Butte,Winter,9.129428702245722,15.747680744357606,3.3530304635421433
Butte,Spring,10.760985663082437,17.617180406212665,4.253984468339308
Butte,Summer,9.032275985663084,15.646541218637992,2.9292712066905615
Butte,Fall,8.465149342891278,14.48057347670251,2.871600955794504
Calaveras,Winter,8.177969047699303,13.823336033945045,2.9120781548200902
Calaveras,Spring,8.643464755077657,13.955728793309438,2.858626045400239
Calaveras,Summer,8.173817204301075,12.757962962962964,2.5804181600955793
Calaveras,Fall,7.811845878136201,12.803452807646357,2.5540023894862602
Colusa,Winter,8.950378286279287,15.411003126770645,3.1268290926105164
Colusa,Spring,9.965645161290322,17.92186379928315,3.2588351254480283
Colusa,Summer,8.199922341696535,16.807479091995223,1.9089486260454
Colusa,Fall,7.943428912783751,14.563602150537633,2.4731780167264037
Contra Costa,Winter,8.039882136155773,13.435816571884425,3.3952653421229617
Contra Costa,Spring,11.582281959378735,17.20111111111111,6.317508960573477
Contra Costa,Summer,13.415065710872163,18.080352449223415,8.455770609318996
Contra Costa,Fall,8.80899641577061,13.767138590203107,4.322108721624851
Del Norte,Winter,11.824992415815553,19.900929403682465,4.904814492453536
Del Norte,Spring,11.470591397849462,18.947329749103943,4.309151732377539
Del Norte,Summer,7.8405555555555555,13.810979689366786,2.263309438470729
Del Norte,Fall,9.003978494623656,15.527873357228195,3.196989247311828
El Dorado,Winter,9.125672986017813,15.530090211666966,2.7794678470707392
El Dorado,Spring,9.043966547192353,14.626403823178016,2.809283154121864
El Dorado,Summer,8.072150537634409,12.634169653524491,2.2710573476702507
El Dorado,Fall,8.383410991636799,13.568637992831542,2.344695340501792
Fresno,Winter,6.882324315778153,12.37283788544912,2.1041974448120166
Fresno,Spring,9.798518518518518,16.066947431302268,4.262831541218638
Fresno,Summer,10.076338112305855,16.534330943847074,4.876117084826762
Fresno,Fall,7.2508004778972515,12.517132616487455,2.522037037037037
Glenn,Winter,10.333635938279988,17.768415403037206,3.702677718709421
Glenn,Spring,11.140991636798088,19.671278375149342,3.7026105137395455
Glenn,Summer,9.161523297491039,17.07488649940263,2.5947013142174433
Glenn,Fall,9.389486260454001,16.419826762246117,3.103817204301075
Humboldt,Winter,7.978569241597607,14.080470444152313,3.1254845049895104
Humboldt,Spring,7.5457945041816,13.600215053763442,2.214856630824373
Humboldt,Summer,5.789940262843489,10.873297491039427,1.3452031063321386
Humboldt,Fall,5.888309438470729,11.397389486260455,1.6978912783751494
Imperial,Winter,8.289769236140204,14.458414371748631,2.724624181590255
Imperial,Spring,12.824044205495818,21.7765770609319,5.226487455197133
Imperial,Summer,10.074127837514935,19.18991636798088,3.0766248506571086
Imperial,Fall,8.601923536439665,15.236200716845879,2.943679808841099
Inyo,Winter,3.216613176095935,6.30985299924399,0.9115941113021202
Inyo,Spring,4.208620071684588,8.032449223416966,1.0461768219832737
Inyo,Summer,4.704324970131421,9.361541218637992,0.9666845878136202
Inyo,Fall,3.8547550776583037,7.723763440860215,0.9662246117084826
Kern,Winter,6.13130235695586,12.068281796994254,1.4870991818711508
Kern,Spring,8.438034647550776,16.72369772998805,2.2121445639187574
Kern,Summer,8.648823178016727,16.901714456391876,2.4369115890083632
Kern,Fall,6.288321385902031,12.47647550776583,1.5044026284348864
Kings,Winter,6.413622599746071,11.692676506845027,1.888060306706024
Kings,Spring,8.431720430107527,14.98436081242533,2.9939187574671444
Kings,Summer,8.132335722819594,15.080083632019116,2.802747909199522
Kings,Fall,6.791236559139786,12.105197132616489,2.1039486260454
Lake,Winter,7.3458124467301325,12.955366532799793,2.639844355681397
Lake,Spring,8.670967741935485,15.713954599761053,2.6617204301075272
Lake,Summer,8.169665471923537,16.617198327359617,1.8808602150537637
Lake,Fall,7.0435065710872165,13.198697729988051,2.268046594982079
Lassen,Winter,8.869722149991894,14.432080076949376,3.9690964347110063
Lassen,Spring,10.255436081242532,17.44403823178017,4.1638231780167265
Lassen,Summer,9.426403823178017,18.98877538829152,2.707664277180406
Lassen,Fall,8.953775388291517,15.975059737156512,3.4425985663082437
Los Angeles,Winter,6.88040641999207,13.508986556330829,1.8884775772984892
Los Angeles,Spring,8.606224611708482,18.336242532855437,2.2435244922341697
Los Angeles,Summer,8.36094982078853,17.897383512544803,1.8972043010752688
Los Angeles,Fall,6.95110513739546,15.425501792114694,1.5561768219832737
Madera,Winter,6.760210539367936,12.103527588775087,2.151572193410347
Madera,Spring,8.321750298685782,14.109247311827957,2.721463560334528
Madera,Summer,8.19989844683393,14.253482676224612,2.1449044205495817
Madera,Fall,6.782885304659498,11.732712066905615,2.138763440860215
Marin,Winter,9.683786699025854,15.503647832207342,4.203110739526201
Marin,Spring,11.267927120669055,17.22642174432497,5.4430406212664275
Marin,Summer,10.82784348864994,15.955131421744325,5.527939068100358
Marin,Fall,8.78925925925926,13.984265232974911,3.6963440860215053
Mariposa,Winter,7.327170280590748,12.56628980492996,2.67640020497362
Mariposa,Spring,8.34125448028674,13.599408602150538,3.094749103942652
Mariposa,Summer,8.352706093189964,13.677305854241338,2.9306869772998803
Mariposa,Fall,7.0260394265232975,11.744976105137395,2.315836320191159
Mendocino,Winter,11.823141313018954,19.058830378310358,4.8580674053421555
Mendocino,Spring,13.697550776583036,20.6539486260454,6.177968936678614
Mendocino,Summer,10.942664277180405,16.806421744324968,4.90326164874552
Mendocino,Fall,9.757622461170847,16.37442652329749,3.565227001194743
Merced,Winter,7.464001347496898,12.922918161433179,2.501868518331255
Merced,Spring,9.722903225806451,15.45879330943847,4.651827956989248
Merced,Summer,10.818410991636798,15.89514934289128,6.5471983273596175
Merced,Fall,7.937915173237753,13.020615292712067,3.3236499402628437
Modoc,Winter,13.134020785480741,20.86129180731517,6.082005158047983
Modoc,Spring,15.405764635603346,25.261135005973713,6.514862604540024
Modoc,Summer,14.007395459976104,25.687598566308242,4.195925925925926
Modoc,Fall,12.395376344086023,21.084928315412185,4.968237753882915
Mono,Winter,6.330769216878783,11.074091342472878,2.200421323516429
Mono,Spring,7.8815591397849465,14.495740740740741,2.2144026284348866
Mono,Summer,8.045406212664277,16.646887694145757,1.6511170848267622
Mono,Fall,6.564617682198328,12.709247311827959,1.6822879330943847
Monterey,Winter,11.646666409847722,19.888574345874122,4.36781328299682
Monterey,Spring,12.78442054958184,20.491827956989244,5.367192353643967
Monterey,Summer,10.499790919952211,17.189372759856628,4.314235364396655
Monterey,Fall,9.485406212664277,16.68372162485066,3.05136798088411
Napa,Winter,6.750223994272938,12.28044721006345,2.2066656153141135
Napa,Spring,8.314772998805257,15.710101553166067,2.6458661887694146
Napa,Summer,8.774247311827956,15.893637992831543,3.496648745519713
Napa,Fall,6.6826344086021505,12.800878136200716,1.9948566308243727
Nevada,Winter,10.032352706309881,16.36615413229707,3.4263697679159306
Nevada,Spring,9.945585424133812,15.26832735961768,3.4883870967741935
Nevada,Summer,9.145382317801673,13.934187574671446,2.558679808841099
Nevada,Fall,9.040824372759857,14.27357825567503,2.662491039426523
Orange,Winter,7.335498196649476,14.092828993093175,1.987280821082267
Orange,Spring,8.426583034647551,16.227927120669058,2.2975149342891275
Orange,Summer,7.605292712066906,14.98048387096774,1.7351493428912785
Orange,Fall,6.913608124253285,14.062933094384707,1.5956869772998805
Placer,Winter,9.138655524737281,15.550199496153333,2.6821826640792157
Placer,Spring,8.998034647550776,14.852144563918756,2.4893727598566304
Placer,Summer,8.864109916367982,14.669982078853046,2.002873357228196
Placer,Fall,8.635603345280764,14.306923536439664,2.2785543608124255
Plumas,Winter,4.621459048614221,9.223225661990957,1.3368681050132663
Plumas,Spring,5.7162544802867385,12.478673835125448,1.3977658303464755
Plumas,Summer,5.650818399044206,13.586977299880525,0.8909976105137396
Plumas,Fall,4.707712066905615,10.587043010752687,1.157616487455197
Riverside,Winter,7.301835954491683,13.639604430608323,2.456721112282848
Riverside,Spring,8.022467144563919,17.65706690561529,1.7172700119474313
Riverside,Summer,8.352401433691757,18.963016726403822,1.3855436081242534
Riverside,Fall,7.163661887694145,15.515023894862603,1.7344145758661886
Sacramento,Winter,9.255327588614573,15.569754934535247,3.4501643641243196
Sacramento,Spring,10.745089605734767,17.69256869772999,4.5337873357228196
Sacramento,Summer,11.491833930704898,18.02010155316607,5.828416965352449
Sacramento,Fall,8.617706093189964,14.533399044205497,3.298530465949821
San Benito,Winter,7.597441982995376,12.968599249286124,3.1108606123205678
San Benito,Spring,9.332915173237755,15.104492234169653,4.3526523297491035
San Benito,Summer,8.64437275985663,15.364032258064517,3.5629390681003588
San Benito,Fall,6.989647550776583,12.249318996415772,2.642007168458781
San Bernardino,Winter,9.817276270571599,16.747470172887304,3.7436163237331197
San Bernardino,Spring,7.976123058542413,17.509402628434888,1.7663799283154122
San Bernardino,Summer,7.714605734767026,18.86324372759857,1.1838231780167263
San Bernardino,Fall,8.092765830346474,16.22831541218638,2.3949223416965353
San Diego,Winter,9.483019311982048,16.945073329834177,2.9900354249631227
San Diego,Spring,10.532712066905615,19.023930704898447,3.1256332138590204
San Diego,Summer,9.452712066905615,17.783817204301076,2.578643966547192
San Diego,Fall,8.807078853046596,16.859820788530467,2.4572043010752687
San Francisco,Winter,12.745282075482299,21.825363097846413,4.943768709661368
San Francisco,Spring,17.321039426523296,28.661236559139784,7.674217443249701
San Francisco,Summer,20.264683393070488,29.29200716845878,12.630609318996415
San Francisco,Fall,13.576887694145759,22.922825567502986,6.0076284348865
San Joaquin,Winter,8.399191782756855,14.389110535676163,3.0608857324235523
San Joaquin,Spring,10.86278375149343,17.385967741935485,5.102825567502986
San Joaquin,Summer,11.203034647550776,17.9889486260454,5.783643966547192
San Joaquin,Fall,8.203207885304659,13.757299880525686,3.3083512544802867
San Luis Obispo,Winter,10.42636878478091,17.628649036046145,4.167824940169211
San Luis Obispo,Spring,12.165071684587813,19.97873357228196,4.493829151732378
San Luis Obispo,Summer,10.090716845878136,16.59705495818399,3.530746714456392
San Luis Obispo,Fall,9.4247311827957,15.932694145758663,3.3920250896057347
San Mateo,Winter,9.507666727661167,16.93543098231641,3.4191027147367525
San Mateo,Spring,14.40357825567503,23.33320788530466,6.318584229390681
San Mateo,Summer,14.614593787335723,23.137658303464757,7.083775388291517
San Mateo,Fall,10.46962365591398,18.757025089605733,3.798446833930705
Santa Barbara,Winter,5.846688600609624,11.180162522250953,1.6635043225838553
Santa Barbara,Spring,6.686099163679809,12.444587813620071,1.8921804062126644
Santa Barbara,Summer,5.459772998805257,9.678040621266426,1.4455137395459976
Santa Barbara,Fall,5.021654719235364,9.717568697729988,1.2686499402628435
Santa Clara,Winter,7.446462760450525,13.909798465346295,2.1167097640957486
Santa Clara,Spring,9.193303464755077,19.617974910394267,1.7785603345280765
Santa Clara,Summer,9.766726403823178,21.939749103942653,1.6134826762246117
Santa Clara,Fall,7.427132616487455,16.55115292712067,1.5199940262843488
Santa Cruz,Winter,10.94609657275119,19.2551479156735,3.4819997809013383
Santa Cruz,Spring,12.141445639187575,23.198273596176822,3.250543608124253
Santa Cruz,Summer,9.632574671445639,19.389862604540024,2.450442054958184
Santa Cruz,Fall,9.055651135005974,17.626206690561528,2.2167562724014336
Shasta,Winter,9.241541086215726,15.464079275995296,3.4367424844343644
Shasta,Spring,9.508697729988052,16.505232974910392,2.825931899641577
Shasta,Summer,8.483231780167264,15.415017921146951,2.0328972520908004
Shasta,Fall,8.515645161290323,14.721063321385904,2.6523655913978494
Sierra,Winter,10.017399383152998,16.09324263210526,4.601662822408095
Sierra,Spring,9.859390681003584,16.329121863799283,4.192204301075268
Sierra,Summer,8.80726403823178,16.71535842293907,2.513996415770609
Sierra,Fall,9.049354838709677,15.850191158900836,3.61147550776583
Siskiyou,Winter,6.19276153799235,11.865428478331705,1.9770252581431669
Siskiyou,Spring,6.561642771804062,13.67646953405018,1.5635125448028675
Siskiyou,Summer,6.318942652329749,14.824295101553165,1.1764456391875746
Siskiyou,Fall,5.697234169653524,11.62646953405018,1.495041816009558
Solano,Winter,9.868416887771726,16.785264692050006,3.599857585869822
Solano,Spring,14.300872162485067,21.681977299880526,7.305256869772999
Solano,Summer,19.385979689366785,24.634336917562724,13.759814814814815
Solano,Fall,11.862090800477898,18.343500597371566,5.626385902031064
Sonoma,Winter,6.523366149979053,11.80005266794755,2.286195159123413
Sonoma,Spring,8.743596176821983,15.2636917562724,3.129922341696535
Sonoma,Summer,8.324277180406213,14.59246714456392,3.1809378733572284
Sonoma,Fall,6.868590203106333,12.380890083632018,2.271983273596177
Stanislaus,Winter,8.489078513564053,14.351777187094207,3.0031698480113382
Stanislaus,Spring,10.423805256869773,16.892592592592592,4.371248506571088
Stanislaus,Summer,11.08206093189964,17.94284946236559,5.451081242532855
Stanislaus,Fall,8.5257945041816,14.090913978494623,3.4944563918757465
Sutter,Winter,9.117485578011163,15.313957527764536,3.3766602140906925
Sutter,Spring,10.311827956989248,16.760256869773,4.325531660692951
Sutter,Summer,10.006224611708483,16.404593787335724,4.550830346475508
Sutter,Fall,8.226606929510154,13.806875746714457,3.0404181600955793
Tehama,Winter,11.521318299794384,19.216757195344513,4.225175499633231
Tehama,Spring,12.623859020310633,20.52201314217443,4.555585424133811
Tehama,Summer,10.408249701314217,17.80910991636798,3.193279569892473
Tehama,Fall,10.593058542413381,17.603990442054958,3.4985842293906813
Trinity,Winter,6.733507227848162,11.141226723776779,2.8306326012388308
Trinity,Spring,7.5347670250896055,13.735185185185186,2.6959856630824373
Trinity,Summer,7.250388291517323,15.28004181600956,1.9909677419354839
Trinity,Fall,6.409617682198327,11.823393070489844,2.113464755077658
Tulare,Winter,5.427454827955383,10.361346160637039,1.3527027986844449
Tulare,Spring,7.399139784946237,13.648697729988053,2.4386021505376347
Tulare,Summer,7.330639187574671,13.68862007168459,2.329910394265233
Tulare,Fall,5.697275985663082,10.964545997610514,1.456194743130227
Tuolumne,Winter,6.995600571101127,12.60835082912391,2.249194070050577
Tuolumne,Spring,7.811678614097968,13.16783751493429,2.4376941457586616
Tuolumne,Summer,7.566415770609319,12.842867383512544,2.2216308243727596
Tuolumne,Fall,6.642520908004779,11.777694145758662,1.9251433691756275
Ventura,Winter,6.300531675406536,12.495580707760908,1.6898278630898207
Ventura,Spring,5.995621266427718,13.524761051373954,1.0890979689366787
Ventura,Summer,5.705424133811231,12.726105137395459,0.8087037037037037
Ventura,Fall,5.571481481481482,12.614761051373954,1.131015531660693
Yolo,Winter,9.814213524085604,16.295063538611927,3.725312937896364
Yolo,Spring,10.472216248506571,17.59876941457587,4.015800477897252
Yolo,Summer,9.722437275985662,17.13626642771804,3.5707048984468344
Yolo,Fall,8.713482676224611,14.854247311827956,2.9831063321385902
Yuba,Winter,9.08012714945418,15.197532070265664,3.4589253210638082
Yuba,Spring,10.171063321385903,16.51442652329749,4.344026284348865
Yuba,Summer,9.566594982078852,15.917556750298685,4.410268817204301
Yuba,Fall,8.123823178016728,13.595131421744325,3.0278016726403822
